"BF_ID";"SCHICHT_NR";"HOR_NR";"OTIEF";"UTIEF";"SW_HORIZ";"HORIZ";"BOART";"GROBBOD_F";"GROBBOD_K";"HUMUS";"KALK";"KOHLE";"SUBSTRART";"PH";"LD";"GEFUEGE";"SV";"STRAT";"STRAT_JUENGST_PRAEG";"STRAT_URSP";"GEOGEN";"HERK";"LAGE"
4860;2;4;8,00;12,00;;"Sd";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4860;3;5;12,00;20,00;"III";"Sd-elCv";"Sl4";"G";3;"h0";"c4";;"gm-(k)csl(Mg)";;"Ld4";"pla";;"qw";"qw";;"gm";"Mg";
4861;1;1;0,00;3,00;;"Ap";"Sl2";"G";1;"h3";"c0";;"fg-ls(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4861;1;2;3,00;4,00;;"Al-Sw";"Sl2";"G";2;"h1";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4861;2;3;4,00;7,00;"II";"Bt-Sd";"Ls4";"G";2;"h0";"c0";;"gm-(k)ll(Lg)";;"Ld4";"pol";;"qw";"qw";;"gm";"Lg";
4861;2;4;7,00;11,00;;"Sd";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4861;3;5;11,00;20,00;"III";"Sd-elCv";"Sl4";"G";3;"h0";"c4";;"gm-(k)csl(Mg)";;"Ld4";"pla";;"qw";"qw";;"gm";"Mg";
4862;1;1;0,00;3,00;;"Ap";"Sl2";"G";1;"h3";"c0";;"p-ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4862;1;2;3,00;4,00;;"Sw";"Sl2";"G";2;"h0";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4862;2;3;4,00;10,00;"II";"Sd";"Sl3";"G";2;"h0";"c0";;"gm-(k)ls(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4862;3;4;10,00;20,00;"III";"Sd-elCv";"Sl3";"G";3;"h0";"c4";;"gm-(k)cls(Mg)";;"Ld4";"pla";;"qw";"qw";;"gm";"Mg";
4863;1;1;0,00;3,00;;"Ap";"fSms";"G";1;"h3";"c0";;"fg-ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4863;1;2;3,00;4,00;;"Sw";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4863;2;3;4,00;10,00;"II";"Sd";"Sl3";"G";2;"h0";"c0";;"gm-(k)ls(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4863;3;4;10,00;20,00;"III";"Sd-elCv";"Sl3";"G";3;"h0";"c4";;"gm-(k)cls(Mg)";;"Ld4";"pla";;"qw";"qw";;"gm";"Mg";
4864;1;1;0,00;3,00;;"Ap";"Sl2";"G";1;"h2";"c0";;"p-ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4864;1;2;3,00;5,00;;"Al";"Sl2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld2";"sub";;"qw";"qw";;"p";"Sp";"LH"
4864;2;3;5,00;7,00;"II";"Bt-Sd";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4864;2;4;7,00;12,00;;"Sd";"Sl3";"G";2;"h0";"c0";;"gm-(k)ls(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4864;3;5;12,00;20,00;"III";"Sd-elCv";"Sl3";"G";3;"h0";"c4";;"gm-(k)cls(Mg)";;"Ld4";"pla";;"qw";"qw";;"gm";"Mg";
4865;1;1;0,00;3,00;;"Ap";"Sl2";"G";1;"h2";"c0";;"fg-ls(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4865;1;2;3,00;5,00;;"Al";"Sl2";"G";2;"h1";"c0";;"fg-(k)ls(Sgf)";;"Ld2";"sub";;"qw";"qw";;"fg";"Sgf";
4865;2;3;5,00;7,00;"II";"Bt-Sd";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4865;2;4;7,00;12,00;;"Sd";"Sl3";"G";2;"h0";"c0";;"gm-(k)ls(Lg)";;"Ld4";"sub";;"qw";"qw";;"gm";"Lg";
4865;3;5;12,00;20,00;"III";"Sd-elCv";"Sl3";"G";3;"h0";"c4";;"gm-(k)cls(Mg)";;"Ld4";"pla";;"qw";"qw";;"gm";"Mg";
4866;1;1;0,00;3,00;;"Ah";"Ls4";;1;"h3";"c0";;"fgl-ll(Lb)";;"Ld2";"sub";;"qw";"qw";;"fgl";"Lb";
4866;1;2;3,00;4,00;;"Sw";"Ls4";;1;"h0";"c0";;"fgl-ll(Lb)";;"Ld3";"sub";;"qw";"qw";;"fgl";"Lb";
4866;2;3;4,00;10,00;"II";"Sd";"Lts";;1;"h0";"c0";;"fgl-tl(Tb)";;"Ld4";"koh";;"qw";"qw";;"fgl";"Tb";
4866;3;4;10,00;20,00;"III";"Sd-elCv";"Ts4";;1;"h0";"c4";;"fgl-ctl(Lb)";;"Ld4";"pla";;"qw";"qw";;"fgl";"Lb";
4867;1;1;0,00;3,00;;"Ah";"Ls4";;1;"h3";"c0";;"fgl-ll(Lb)";;"Ld2";"sub";;"qw";"qw";;"fgl";"Lb";
4867;1;2;3,00;4,00;;"Sw";"Ls4";;1;"h0";"c0";;"fgl-ll(Lb)";;"Ld3";"sub";;"qw";"qw";;"fgl";"Lb";
4867;1;3;4,00;8,00;;"Sd-Go";"Ts4";;1;"h0";"c0";;"fgl-tl(Lb)";;"Ld4";"koh";;"qw";"qw";;"fgl";"Lb";
4867;2;4;8,00;20,00;"II";"Gr";"Lu";;1;"h0";"c0";;"fgl-tu(Ub)";;"Ld3";"pol";;"qw";"qw";;"fgl";"Ub";
4868;1;1;0,00;3,00;;"Sw-Ah";"Ls4";;1;"h3";"c0";;"fgl-ll(Tb)";;"Ld2";"sub";;"qw";"qw";;"fgl";"Tb";
4868;1;2;3,00;5,00;;"Sd-P";"Tu2";;1;"h0";"c0";;"fgl-lt(Tb)";;"Ld4";"koh";;"qw";"qw";;"fgl";"Tb";
4868;1;3;5,00;10,00;;"P";"Tl";;1;"h0";"c0";;"fgl-lt(Tb)";;"Ld4";"koh";;"qw";"qw";;"fgl";"Tb";
4868;2;4;10,00;20,00;"II";"elCv";"Tl";;1;"h0";"c4";;"fgl-clt(Tb)";;"Ld4";"pla";;"qp";"qp";;"fgl";"Tb";
4869;1;1;0,00;3,00;;"Ap";"Sl2";"G";1;"h2";"c0";;"p-ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4869;1;2;3,00;5,00;;"Bv";"Sl2";"G";1;"h1";"c0";;"p-ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4869;2;3;5,00;20,00;"II";"ilCv";"mSfs";"G";1;"h0";"c0";;"fg-ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4870;1;1;0,00;3,00;;"Ap";"mSfs";"G";1;"h2";"c0";;"fg-ss(Ssdr)";;"Ld2";"kru";;"qw";"qw";;"fg";"Ssdr";
4870;1;2;3,00;5,00;;"Bv";"mSfs";"G";1;"h1";"c0";;"fg-ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4870;1;3;5,00;20,00;;"ilCv";"mSfs";"G";1;"h0";"c0";;"fg-ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4871;1;1;-1,00;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4871;2;2;0,00;3,00;;"Aeh";"fSms";"G";1;"h2";"c0";;"p-ss(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4871;2;3;3,00;5,00;;"Bvs";"fSms";"G";1;"h0";"c0";;"p-ss(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4871;3;4;5,00;20,00;"II";"ilCv";"mSfs";"G";1;"h0";"c0";;"fg-ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4872;1;1;-1,00;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4872;2;2;0,00;3,00;;"Aeh";"fSms";"G";1;"h2";"c0";;"fg-ss(Ssdr)";;"Ld2";"kru";;"qw";"qw";;"fg";"Ssdr";
4872;2;3;3,00;5,00;;"Bvs";"fSms";"G";1;"h0";"c0";;"fg-ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4872;2;4;5,00;20,00;;"ilCv";"mSfs";"G";1;"h0";"c0";;"fg-ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4873;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4873;2;2;0,00;2,00;;"Ah";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4873;2;3;2,00;5,00;;"Bv";"Su2";"G";2;"h0";"c0";;"p-(k)ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4873;3;4;5,00;20,00;"II";"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4874;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4874;2;2;0,00;2,00;;"Ah";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4874;2;3;2,00;5,00;;"Bv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4874;2;4;5,00;20,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4875;1;1;-1,00;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4875;2;2;0,00;2,00;;"Ahe";"mSfs";"G";2;"h2";"c0";;"p-(k)ss(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4875;2;3;2,00;4,00;;"Bvs";"mSfs";"G";2;"h0";"c0";;"p-(k)ss(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4875;3;4;4,00;20,00;"II";"ilCv";"mSfs";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4876;1;1;-1,00;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4876;2;2;0,00;2,00;;"Ahe";"mSfs";"G";2;"h2";"c0";;"fg-(k)ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4876;2;3;2,00;4,00;;"Bvs";"mSfs";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4876;2;4;4,00;20,00;;"ilCv";"mSfs";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4877;1;1;0,00;3,00;;"Ap";"Sl2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4877;1;2;3,00;5,00;;"Bv";"Sl2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4877;2;3;5,00;10,00;"II";"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4877;3;4;10,00;20,00;"III";"lCn";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld3";"ein";;"qw";"qw";;"gm";"Lg";
4878;1;1;0,00;3,00;;"Ap";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Ssdr)";;"Ld2";"kru";;"qw";"qw";;"fg";"Ssdr";
4878;1;2;3,00;6,00;;"Bv";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4878;1;3;6,00;12,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4878;2;4;12,00;20,00;"II";"ilCv";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld3";"ein";;"qw";"qw";;"gm";"Lg";
4879;1;1;0,00;3,00;;"Ap";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4879;1;2;3,00;6,00;;"Bv+Bbt";"Su2";"G";2;"h0";"c0";;"p-(k)ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4879;2;3;6,00;20,00;"II";"ilCv";"Sl4";"G";2;"h0";"c0";;"fg-(k)sl(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4880;1;1;0,00;3,00;;"Ap";"Sl2";"G";2;"h2";"c0";;"fg-(k)ls(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4880;1;2;3,00;7,00;;"Bv";"Sl2";"G";2;"h1";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4880;1;3;7,00;20,00;;"ilCv";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4881;1;1;0,00;3,00;;"Ap";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4881;1;2;3,00;7,00;;"Bv";"Su2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4881;2;3;7,00;20,00;"II";"ilCv";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4882;1;1;0,00;3,00;;"Ap";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4882;1;2;3,00;8,00;;"Bv+Bbt";"Su3";"G";2;"h1";"c0";;"p-(k)us(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4882;2;3;8,00;20,00;"II";"ilCv";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4883;1;1;0,00;3,00;;"Ap";"Sl2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4883;1;2;3,00;4,00;;"Bv-Ael";"Sl3";"G";2;"h0";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4883;2;3;4,00;7,00;"II";"Bt";"Ls3";"G";2;"h0";"c0";;"gm-(k)ll(Lg)";;"Ld4";"pol";;"qw";"qw";;"gm";"Lg";
4883;2;4;7,00;11,00;;"ilCv";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld3";"pol";;"qw";"qw";;"gm";"Lg";
4883;3;5;11,00;20,00;"III";"elCv";"Sl4";"G";2;"h0";"c4";;"gm-(k)csl(Mg)";;"Ld3";"pla";;"qw";"qw";;"gm";"Mg";
4884;1;1;0,00;3,00;;"Ap";"Su2";"G";1;"h2";"c0";;"p-ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4884;1;2;3,00;5,00;;"Bv";"Su2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4884;2;3;5,00;20,00;"II";"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qp";"qp";;"fg";"Sgf";
4885;1;1;0,00;3,00;;"Ap";"fSms";"G";1;"h2";"c0";;"fg-ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4885;1;2;3,00;5,00;;"Bv";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4885;1;3;5,00;20,00;;"ilCv";"fSms";"G";1;"h0";"c0";;"fg-ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4886;1;1;0,00;3,00;;"Ap";"Su2";"G";1;"h2";"c0";;"p-ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4886;1;2;3,00;7,00;;"Bv+Bbt";"Sl2";"G";1;"h1";"c0";;"p-ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4886;2;3;7,00;20,00;"II";"ilCv";"fSms";"G";1;"h0";"c0";;"fg-ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4887;1;1;0,00;3,00;;"Ap";"Su3";"G";1;"h2";"c0";;"fg-us(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4887;1;2;3,00;7,00;;"Bv+Bbt";"Su3";"G";1;"h1";"c0";;"fg-us(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4887;1;3;7,00;20,00;;"ilCv";"fSms";"G";1;"h0";"c0";;"fg-ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4888;1;1;0,00;3,00;;"Ap";"Su3";"G";1;"h2";"c0";;"p-us(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4888;1;2;3,00;4,00;;"Bv";"Su3";"G";2;"h1";"c0";;"p-(k)us(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4888;1;3;4,00;5,00;;"Ael";"Su2";"G";1;"h1";"c0";;"p-ls(Sp)";;"Ld2";"sub";;"qw";"qw";;"p";"Sp";"LH"
4888;2;4;5,00;7,00;"II";"Bt";"Ls4";"G";2;"h0";"c0";;"gm-(k)ll(Lg)";;"Ld4";"pol";;"qw";"qw";;"gm";"Lg";
4888;2;5;7,00;12,00;;"ilCv";"Sl3";"G";2;"h0";"c0";;"gm-(k)ls(Lg)";;"Ld3";"pol";;"qw";"qw";;"gm";"Lg";
4888;3;6;12,00;20,00;"III";"elCv";"Sl4";"G";3;"h0";"c4";;"gm-(k)csl(Mg)";;"Ld3";"pla";;"qp";"qp";;"gm";"Mg";
4889;1;1;0,00;3,00;;"Ap";"Su2";"G";1;"h2";"c0";;"fg-ls(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4889;1;2;3,00;4,00;;"Bv";"Su2";"G";2;"h1";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4889;1;3;4,00;5,00;;"Ael";"Sl2";"G";1;"h1";"c0";;"fg-ls(Sgf)";;"Ld2";"sub";;"qw";"qw";;"fg";"Sgf";
4889;2;4;5,00;7,00;"II";"Bt";"Ls4";"G";2;"h0";"c0";;"gm-(k)ll(Lg)";;"Ld4";"pol";;"qw";"qw";;"gm";"Lg";
4889;2;5;7,00;12,00;;"ilCv";"Sl4";"G";2;"h0";"c0";;"gm-(k)sl(Lg)";;"Ld3";"pol";;"qw";"qw";;"gm";"Lg";
4889;3;6;12,00;20,00;"III";"elCv";"Sl4";"G";3;"h0";"c4";;"gm-(k)csl(Mg)";;"Ld3";"pla";;"qw";"qw";;"gm";"Mg";
4890;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4890;2;2;0,00;3,00;;"Ah";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4890;2;3;3,00;6,00;;"Bv";"Su2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4890;3;4;6,00;20,00;"II";"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4891;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4891;2;2;0,00;3,00;;"Ah";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4891;2;3;3,00;6,00;;"Bv";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4891;2;4;6,00;20,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4892;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4892;2;2;0,00;3,00;;"Ah";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4892;2;3;3,00;4,00;;"Bv-Al";"Su2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4892;3;4;4,00;10,00;"II";"lCv+Bbt";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4892;3;5;10,00;20,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4893;1;1;-0,50;0,00;;"O";"O";;1;"h7";;;"og-O";;;;"SV3";"qh";"qh";;"og";"O";
4893;2;2;0,00;3,00;;"Ah";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4893;2;3;3,00;4,00;;"Bv-Al";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4893;2;4;4,00;10,00;;"lCv+Bbt";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4893;2;5;10,00;20,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4894;1;1;0,00;3,00;;"Ah";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Ssdr)";;"Ld2";"kru";;"qw";"qw";;"fg";"Ssdr";
4894;1;2;3,00;7,00;;"Bv";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4894;1;3;7,00;12,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4894;1;4;12,00;20,00;;"lCn";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4895;1;1;-0,50;0,00;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
4895;2;2;0,00;1,50;;"Ah";"Sl2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4895;2;3;1,50;6,00;;"Bv";"Sl2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4895;3;4;6,00;9,00;"II";"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4895;3;5;9,00;20,00;;"lCn";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4896;1;1;-0,50;0,00;;"O";"O";;1;"h7";"c0";;"og-O";;;;"SV2";"qh";"qh";;"og";"O";
4896;2;2;0,00;1,50;;"Ah";"Su2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4896;2;3;1,50;6,00;;"Bv+Bbt";"Su2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"ein";;"qw";"qw";;"p";"Sp";"LH"
4896;3;4;6,00;9,00;"II";"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4896;3;5;9,00;20,00;;"lCn";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Ssdr)";;"Ld3";"ein";;"qw";"qw";;"fg";"Ssdr";
4897;1;1;0,00;3,00;;"Ah";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4897;1;2;3,00;4,00;;"Bv-Al";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4897;1;3;4,00;10,00;;"lCv+Bbt";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4897;1;4;10,00;20,00;;"ilCv";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
4898;1;1;0,00;3,00;;"Ap";"Sl2";"G";2;"h2";"c0";;"p-(k)ls(Sp)";;"Ld2";"kru";;"qw";"qw";;"p";"Sp";"LH"
4898;1;2;3,00;5,00;;"Bv";"Su2";"G";2;"h1";"c0";;"p-(k)ls(Sp)";;"Ld3";"sub";;"qw";"qw";;"p";"Sp";"LH"
4898;2;3;5,00;8,00;"II";"Go";"mS";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qp";"qp";;"fg";"Sgf";
4898;2;4;8,00;20,00;;"Gr";"Sl2";"G";2;"h0";"c0";;"fg-(k)ls(Sgf)";;"Ld3";"ein";;"qp";"qp";;"fg";"Sgf";
4899;1;1;0,00;3,00;;"Ap";"fSms";"G";2;"h2";"c0";;"fg-(k)ss(Sgf)";;"Ld2";"kru";;"qw";"qw";;"fg";"Sgf";
4899;1;2;3,00;5,00;;"Bv";"fSms";"G";2;"h1";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"sub";;"qw";"qw";;"fg";"Sgf";
4899;1;3;5,00;8,00;;"Go";"fSms";"G";2;"h0";"c0";;"fg-(k)ss(Sgf)";;"Ld3";"ein";;"qw";"qw";;"fg";"Sgf";
