"BF_ID";"SCHICHT_NR";"HOR_NR";"OTIEF";"UTIEF";"SW_HORIZ";"HORIZ";"BOART";"GROBBOD_F";"GROBBOD_K";"HUMUS";"KALK";"KOHLE";"SUBSTRART";"PH";"LD";"GEFUEGE";"SV";"STRAT";"STRAT_JUENGST_PRAEG";"STRAT_URSP";"GEOGEN";"HERK";"LAGE"
40;1;1;0,00;0,50;;"Ai";"fSms";"G";1;"h1";"c0";;"mm-ss(Sst)";"s2";"Ld1";"ein";;"qh";"qh";;"mm";"Sst";
40;1;2;0,50;3,00;;"ilCv";"fSms";"G";1;"h1";"c0";;"mm-ss(Sst)";"s2";"Ld1";"ein";;"qh";"qh";;"mm";"Sst";
40;1;3;3,00;6,00;;"eGw";"fSms";"G";1;"h0";"c3";;"mm-css(Sst)";"s0";"Ld2";"ein";;"qh";"qh";;"mm";"Sst";
40;1;4;6,00;20,00;;"eGr";"fSms";"G";1;"h0";"c3";;"mm-css(Sst)";"s0";"Ld2";"ein";;"qh";"qh";;"mm";"Sst";
41;1;1;0,00;1,00;;"Ai";"mSfs";;1;"h1";"c0";;"a-ss(Sad)";"s5";"Ld1";"ein";;"qh";"qh";;"a";"Sad";
41;1;2;1,00;4,00;;"lCv1";"mSfs";;1;"h0";"c0";;"a-ss(Sad)";"s4";"Ld1";"ein";;"qh";"qh";;"a";"Sad";
41;2;3;4,00;20,00;"II";"lCv2";"mS";"G";1;"h0";"c1";;"mm-ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
42;1;1;0,00;2,00;;"Ai";"mSfs";;1;"h1";"c0";;"a-ss(Sa)";"s2";"Ld1";"ein";;"qh";"qh";;"a";"Sa";
42;1;2;2,00;3,00;;"Gro-ilCv";"mSfs";;1;"h1";"c0";;"a-ss(Sa)";"s2";"Ld1";"ein";;"qh";"qh";;"a";"Sa";
42;1;3;3,00;6,00;;"Gro";"mSfs";;1;"h0";"c1";;"a-ss(Sa)";"s2";"Ld2";"ein";;"qh";"qh";;"a";"Sa";
42;2;4;6,00;12,00;"II";"Gr";"mSfs";"G";1;"h0";"c2";;"mm-(c)ss(Sst)";"s2";"Ld2";"ein";;"qh";"qh";;"mm";"Sst";
42;2;5;12,00;20,00;;"eGr";"mSfs";"G";1;"h0";"c3";;"mm-css(Sst)";"s2";"Ld2";"ein";;"qh";"qh";;"mm";"Sst";
43;1;1;0,00;1,00;;"Ai";"fSms";"G";1;"h1";"c1";;"mm-ss(Sst)";"s1";"Ld1";"ein";;"qh";"qh";;"mm";"Sst";
43;1;2;1,00;3,00;;"lCv1";"fSms";"G";1;"h0";"c1";;"mm-ss(Sst)";"s0";"Ld1";"ein";;"qh";"qh";;"mm";"Sst";
43;1;3;3,00;20,00;;"lCv2";"fSms";"G";1;"h0";"c2";;"mm-(c)ss(Sst)";"s0";"Ld2";"ein";;"qh";"qh";;"mm";"Sst";
44;1;1;0,00;1,00;;"tmeGo-Ah";"Lu";;1;"h4";"c3";;"mm-ctu(Um)";"a1";"Ld2";"pol";;"qh";"qh";;"mm";"Um";
44;1;2;1,00;3,00;;"tmzeAh-Go";"Lu";;1;"h2";"c3";;"mm-ctu(Um)";"a1";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
44;1;3;3,00;7,00;;"tmzeGro";"Lu";;1;"h2";"c3";;"mm-ctu(Um)";"a1";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
44;1;4;7,00;10,00;;"tmzeGr1";"Lu";;1;"h2";"c3";;"mm-ctu(Um)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Um";
44;1;5;10,00;20,00;;"tmzeGr2";"Lu";;1;"h2";"c3";;"mm-ctu(Um)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Um";
45;1;1;0,00;1,00;;"tmeGo-Ah";"Tu3";;1;"h4";"c3";;"mm-cut(Tm)";"a1";"Ld2";"pol";;"qh";"qh";;"mm";"Tm";
45;1;2;1,00;3,00;;"tmzeAh-Go";"Tu3";;1;"h3";"c3";;"mm-cut(Tm)";"a1";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
45;1;3;3,00;7,00;;"tmzeGro";"Tu3";;1;"h2";"c3";;"mm-cut(Tm)";"a1";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
45;1;4;7,00;12,00;;"tmzeGr1";"Tu3";;1;"h2";"c3";;"mm-cut(Tm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
45;1;5;12,00;20,00;;"tmzeGr2";"Tu3";;1;"h0";"c3";;"mm-cut(Tm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
51;1;1;0,00;1,00;;"tmzeFo";"Lu";;1;"h1";"c3";;"mm-ctu(Uwa)";"a2";"Ld2";"koh";;"qh";"qh";;"mm";"Uwa";
51;1;2;1,00;20,00;;"tmzeFr";"Lu";;1;"h1";"c3";;"mm-ctu(Uwa)";"a2";"Ld2";"koh";;"qh";"qh";;"mm";"Uwa";
52;1;1;0,00;1,00;;"tmzeFo";"Lt3";;1;"h1";"c3";;"mm-cut(Twa)";"a2";"Ld2";"koh";;"qh";"qh";;"mm";"Twa";
52;1;2;1,00;20,00;;"tmzeFr";"Lt3";;1;"h1";"c3";;"mm-cut(Twa)";"a2";"Ld2";"koh";;"qh";"qh";;"mm";"Twa";
53;1;1;0,00;3,00;;"Ah";"mS";"G";1;"h3";"c0";;"mm-ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
53;1;2;3,00;3,50;;"ilC";"mS";"G";1;"h1";"c0";;"mm-ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
53;1;3;3,50;7,00;;"Gro";"mS";"G";1;"h1";"c0";;"mm-ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
53;1;4;7,00;20,00;;"Gr";"mS";"G";1;"h1";"c2";;"mm-(c)ss(Sstw)";"s0";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
54;1;1;0,00;2,50;;"Ap";"mSfs";"G";2;"h3";"c0";;"a-(k)ss(Sa)";"s3";"Ld2";"ein";;"qh";"qh";;"a";"Sa";
54;2;2;2,50;3,50;"II";"ilC";"mSfs";"G";2;"h1";"c0";;"mm-(k)ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
54;2;3;3,50;7,00;;"Go";"mSfs";"G";2;"h1";"c0";;"mm-(k)ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
54;2;4;7,00;20,00;;"Gr";"mSfs";"G";2;"h0";"c2";;"mm-(k)(c)ss(Sstw)";"s0";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
55;1;1;0,00;1,00;;"Ah";"mS";"G";1;"h4";"c0";;"mm-ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
55;1;2;1,00;3,00;;"rAp";"mS";"G";1;"h3";"c0";;"mm-ss(Sstw)";"s4";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
55;1;3;3,00;7,00;;"Go";"mS";"G";1;"h1";"c0";;"mm-ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
55;1;4;7,00;12,00;;"Gor";"mS";"G";1;"h0";"c1";;"mm-ss(Sstw)";"s2";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
55;1;5;12,00;20,00;;"Gr";"mS";"G";1;"h0";"c2";;"mm-(c)ss(Sstw)";"s0";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
56;1;1;0,00;3,00;;"Ap";"mSfs";;1;"h3";"c0";;"a-ss(Sa)";"s3";"Ld2";"sub";;"qh";"qh";;"a";"Sa";
56;1;2;3,00;6,00;;"Go";"mSfs";;1;"h1";"c0";;"a-ss(Sa)";"s3";"Ld2";"ein";;"qh";"qh";;"a";"Sa";
56;2;3;6,00;12,00;"II";"Gor";"mS";"G";2;"h0";"c0";;"mm-(k)ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
56;2;4;12,00;20,00;;"Gr";"mS";"G";2;"h0";"c2";;"mm-(k)(c)ss(Sstw)";"s2";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
57;1;1;0,00;2,00;;"Aeh";"mSfs";;1;"h3";"c0";;"mm-ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
57;1;2;2,00;3,00;;"Ae";"mSfs";;1;"h1";"c0";;"mm-ss(Sstw)";"s3";"Ld2";"ein";;"qh";"qh";;"mm";"Sstw";
57;1;3;3,00;3,50;;"Bsh";"mSfs";;1;"h4";"c0";;"mm-ss(Sstw)";"s4";"Ld4";"kit";;"qh";"qh";;"mm";"Sstw";
57;1;4;3,50;6,00;;"Bs";"mSfs";;1;"h1";"c0";;"mm-ss(Sstw)";"s4";"Ld4";"kit";;"qh";"qh";;"mm";"Sstw";
57;1;5;6,00;15,00;;"Go";"mSfs";;1;"h0";"c0";;"mm-ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
57;1;6;15,00;20,00;;"Gr";"mSfs";;1;"h0";"c0";;"mm-ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
58;1;1;0,00;3,00;;"Ap";"mSfs";;1;"h4";"c0";;"a-ss(Sa)";"s3";"Ld2";"ein";;"qh";"qh";;"a";"Sa";
58;1;2;3,00;4,00;;"Bsh";"mSfs";;1;"h4";"c0";;"a-ss(Sa)";"s4";"Ld4";"kit";;"qh";"qh";;"a";"Sa";
58;1;3;4,00;6,00;;"Bs";"mSfs";;1;"h1";"c0";;"a-ss(Sa)";"s3";"Ld4";"kit";;"qh";"qh";;"a";"Sa";
58;2;4;6,00;12,00;"II";"Go";"mS";"G";1;"h0";"c0";;"mm-ss(Sstw)";"s3";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
58;2;5;12,00;20,00;;"Gr";"mS";"G";1;"h0";"c0";;"mm-ss(Sstw)";"s2";"Ld3";"ein";;"qh";"qh";;"mm";"Sstw";
59;1;1;0,00;3,00;;"Ah";"mSfs";;1;"h3";"c0";;"a-ss(Sad)";"s4";"Ld2";"ein";;"qh";"qh";;"a";"Sad";
59;1;2;3,00;5,00;;"ilCv1";"mSfs";;1;"h1";"c0";;"a-ss(Sad)";"s3";"Ld2";"ein";;"qh";"qh";;"a";"Sad";
59;1;3;5,00;20,00;;"ilCv2";"mSfs";;1;"h0";"c0";;"a-ss(Sad)";"s3";"Ld3";"ein";;"qh";"qh";;"a";"Sad";
60;1;1;0,00;2,00;;"tmGo-Ah";"Su4";;1;"h3";"c2";;"mm-(c)us(Sm)";"a1";"Ld2";"sub";;"qh";"qh";;"mm";"Sm";
60;1;2;2,00;4,00;;"tmeGo";"Su4";;1;"h3";"c3";;"mm-cus(Sm)";"a1";"Ld2";"sub";;"qh";"qh";;"mm";"Sm";
60;1;3;4,00;7,00;;"tmzeGro";"Su4";;1;"h1";"c3";;"mm-cus(Sm)";"a1";"Ld2";"sub";;"qh";"qh";;"mm";"Sm";
60;1;4;7,00;12,00;;"tmzeGor";"Su4";;1;"h0";"c3";;"mm-cus(Sm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Sm";
60;1;5;12,00;20,00;;"tmzeGr";"Su4";;1;"h0";"c3";;"mm-cus(Sm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Sm";
61;1;1;0,00;1,00;;"tmeGo-Ah";"Us";;1;"h3";"c3";;"mm-csu(Um)";"a1";"Ld2";"sub";;"qh";"qh";;"mm";"Um";
61;1;2;1,00;3,00;;"tmzeAh-Go";"Us";;1;"h3";"c3";;"mm-csu(Um)";"a1";"Ld2";"sub";;"qh";"qh";;"mm";"Um";
61;1;3;3,00;7,00;;"tmzeGro1";"Us";;1;"h2";"c3";;"mm-csu(Um)";"a1";"Ld2";"sub";;"qh";"qh";;"mm";"Um";
61;1;4;7,00;12,00;;"tmzeGro2";"Us";;1;"h1";"c3";;"mm-csu(Um)";"a1";"Ld2";"koh";;"qh";"qh";;"mm";"Um";
61;1;5;12,00;20,00;;"tmzeGr";"Us";;1;"h0";"c3";;"mm-csu(Um)";"a1";"Ld2";"koh";;"qh";"qh";;"mm";"Um";
62;1;1;0,00;1,00;;"tmeGo-Ah";"Tu3";;1;"h4";"c3";;"mm-cut(Tm)";"a1";"Ld2";"pol";;"qh";"qh";;"mm";"Tm";
62;1;2;1,00;3,00;;"tmzeAh-Go";"Tu3";;1;"h3";"c3";;"mm-cut(Tm)";"a1";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
62;1;3;3,00;7,00;;"tmzeGro";"Tu3";;1;"h2";"c3";;"mm-cut(Tm)";"a1";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
62;1;4;7,00;12,00;;"tmzeGr1";"Tu3";;1;"h2";"c3";;"mm-cut(Tm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
62;1;5;12,00;20,00;;"tmzeGr2";"Tu3";;1;"h0";"c3";;"mm-cut(Tm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
63;1;1;0,00;3,00;;"tmAp";"Su3";;1;"h3";"c1";;"mm-us(Sm)";"s1";"Ld2";"sub";;"qh";"qh";;"mm";"Sm";
63;1;2;3,00;7,00;;"tmeGo";"Su3";;1;"h2";"c3";;"mm-cus(Sm)";"s0";"Ld3";"sub";;"qh";"qh";;"mm";"Sm";
63;1;3;7,00;14,00;;"tmeGro";"Su3";;1;"h0";"c3";;"mm-cus(Sm)";"a1";"Ld3";"sub";;"qh";"qh";;"mm";"Sm";
63;1;4;14,00;20,00;;"tmzeGr";"Su3";;1;"h0";"c3";;"mm-cus(Sm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Sm";
64;1;1;0,00;1,00;;"tmAh";"Us";;1;"h4";"c1";;"mm-su(Um)";"s1";"Ld2";"sub";;"qh";"qh";;"mm";"Um";
64;1;2;1,00;7,00;;"tmeGo";"Us";;1;"h2";"c3";;"mm-csu(Um)";"s0";"Ld3";"sub";;"qh";"qh";;"mm";"Um";
64;1;3;7,00;14,00;;"tmeGro";"Us";;1;"h0";"c3";;"mm-csu(Um)";"a1";"Ld3";"sub";;"qh";"qh";;"mm";"Um";
64;1;4;14,00;20,00;;"tmzeGr";"Us";;1;"h0";"c3";;"mm-csu(Um)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Um";
65;1;1;0,00;1,00;;"tmAh";"Ut2";;1;"h4";"c1";;"mm-lu(Tm)";"s1";"Ld2";"sub";;"qh";"qh";;"mm";"Tm";
65;1;2;1,00;7,00;;"tmeGo";"Tu4";;1;"h2";"c3";;"mm-cut(Tm)";"s0";"Ld3";"sub";;"qh";"qh";;"mm";"Tm";
65;1;3;7,00;14,00;;"tmeGro";"Tu4";;1;"h0";"c3";;"mm-cut(Tm)";"a1";"Ld3";"sub";;"qh";"qh";;"mm";"Tm";
65;1;4;14,00;20,00;;"tmzeGr";"Tu4";;1;"h0";"c3";;"mm-cut(Tm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
66;1;1;0,00;3,00;;"tmAp";"Su3";;1;"h3";"c0";;"mm-us(Sm)";"s1";"Ld2";"pol";;"qh";"qh";;"mm";"Sm";
66;1;2;3,00;7,00;;"tmGro";"Su3";;1;"h2";"c0";;"mm-us(Sm)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Sm";
66;1;3;7,00;10,00;;"tmGor";"Su3";;1;"h1";"c2";;"mm-(c)us(Sm)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Sm";
66;1;4;10,00;12,00;;"tmeGr";"Su3";;1;"h1";"c3";;"mm-cus(Sm)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Sm";
66;1;5;12,00;20,00;;"tmzeGr";"Su3";;1;"h1";"c3";;"mm-cus(Sm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Sm";
67;1;1;0,00;3,00;;"tmAp";"Us";;1;"h3";"c0";;"mm-su(Um)";"s1";"Ld2";"pol";;"qh";"qh";;"mm";"Um";
67;1;2;3,00;7,00;;"tmGro";"Us";;1;"h2";"c0";;"mm-su(Um)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
67;2;3;7,00;10,00;"II";"tmGor";"Us";;1;"h1";"c2";;"mm-(c)su(Um)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
67;2;4;10,00;12,00;;"tmeGr";"Us";;1;"h1";"c3";;"mm-csu(Um)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
67;2;5;12,00;20,00;;"tmzeGr";"Us";;1;"h1";"c3";;"mm-csu(Um)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Um";
68;1;1;0,00;2,00;;"Go-Ah";"Tu3";;1;"h4";"c0";;"m-ut(Tm)";;"Ld3";;;"qh";"qh";;"m";"Tm";
68;1;2;2,00;3,90;;"Go";"Tu2";;1;"h2";"c0";;"m-lt(Tm)";;"Ld3";;;"qh";"qh";;"m";"Tm";
68;2;3;3,90;7,90;"II";"nHw";"Hn";;1;"h7";"c0";;"og-Hn";;;;"SV4";"qh";"qh";;"og";"Hn";
68;2;4;7,90;20,00;;"nHr";"Hn";;1;"h7";"c0";;"og-Hn";;;;"SV3";"qh";"qh";;"og";"Hn";
69;1;1;0,00;3,00;;"tmAp";"Lu";;1;"h3";"c0";;"mm-tu(Um)";"s1";"Ld2";"pol";;"qh";"qh";;"mm";"Um";
69;1;2;3,00;7,00;;"tmGro";"Lu";;1;"h2";"c0";;"mm-tu(Um)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
69;2;3;7,00;10,00;"II";"tmGor";"Lu";;1;"h1";"c2";;"mm-(c)tu(Um)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
69;2;4;10,00;12,00;;"tmeGr";"Lu";;1;"h1";"c3";;"mm-ctu(Um)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Um";
69;2;5;12,00;20,00;;"tmzeGr";"Lu";;1;"h1";"c3";;"mm-ctu(Um)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Um";
71;1;1;0,00;1,00;;"tmAh";"Tu4";;1;"h3";"c0";;"mm-ut(Tm)";"s3";"Ld3";"sub";;"qh";"qh";;"mm";"Tm";
71;1;2;1,00;3,00;;"rtmAp";"Tu4";;1;"h3";"c0";;"mm-ut(Tm)";"s3";"Ld3";"sub";;"qh";"qh";;"mm";"Tm";
71;1;3;3,00;7,00;;"tmGro";"Tu3";;1;"h1";"c0";;"mm-ut(Tm)";"s3";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
71;2;4;7,00;10,00;"II";"tmeGor";"Tu3";;1;"h1";"c3";;"mm-cut(Tm)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
71;2;5;10,00;20,00;;"tmzeGr";"Tu3";;1;"h1";"c3";;"mm-cut(Tm)";"a1";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
72;1;1;0,00;3,00;;"tbAp";"Lu";;1;"h3";"c0";;"mb-tu(Ubr)";"s1";"Ld2";"pol";;"qh";"qh";;"mb";"Ubr";
72;1;2;3,00;4,00;;"tbGo-Sw";"Lu";;1;"h3";"c0";;"mb-tu(Ubr)";"s2";"Ld3";"pol";;"qh";"qh";;"mb";"Ubr";
72;2;3;4,00;6,00;"II";"ftbGo°Sd";"Tu3";;1;"h1";"c0";;"mb-ut(Tbr)";"s2";"Ld4";"pri";;"qh";"qh";;"mb";"Tbr";
72;3;4;6,00;12,00;"III";"tbGor";"Lu";;1;"h1";"c0";;"mb-tu(Ubr)";"s2";"Ld3";"sub";;"qh";"qh";;"mb";"Ubr";
72;3;5;12,00;20,00;;"tbGr";"Lu";;1;"h1";"c2";;"mb-(c)tu(Ubr)";"s2";"Ld3";"koh";;"qh";"qh";;"mb";"Ubr";
73;1;1;0,00;3,00;;"tmAh";"Tu3";;1;"h3";"c0";;"mm-ut(Tm)";"s1";"Ld2";"pol";;"qh";"qh";;"mm";"Tm";
73;1;2;3,00;4,00;;"tmGo-Sw";"Tu3";;1;"h3";"c0";;"mm-ut(Tm)";"s2";"Ld3";"pol";;"qh";"qh";;"mm";"Tm";
73;2;3;4,00;6,00;"II";"ftmGo°Sd";"Tl";;1;"h1";"c0";;"mm-lt(Tm)";"s2";"Ld4";"pri";;"qh";"qh";;"mm";"Tm";
73;3;4;6,00;12,00;"III";"tmGor";"Tu3";;1;"h1";"c0";;"mm-ut(Tm)";"s2";"Ld3";"sub";;"qh";"qh";;"mm";"Tm";
73;3;5;12,00;20,00;;"tmGr";"Tu3";;1;"h1";"c2";;"mm-(c)ut(Tm)";"s2";"Ld3";"koh";;"qh";"qh";;"mm";"Tm";
74;1;1;0,00;2,00;;"tbAh";"Tu4";;1;"h3";"c0";;"mb-ut(Tbr)";"s3";"Ld3";"sub";;"qh";"qh";;"mb";"Tbr";
74;1;2;2,00;3,00;;"tbAh-Sw";"Tu4";;1;"h3";"c0";;"mb-ut(Tbr)";"s3";"Ld3";"pol";;"qh";"qh";;"mb";"Tbr";
74;1;3;3,00;7,00;;"tbGo-Sq";"Tu2";;1;"h2";"c0";;"mb-lt(Tbr)";"s3";"Ld4";"pri";;"qh";"qh";;"mb";"Tbr";
74;1;4;7,00;12,00;;"tbGor";"Tu3";;1;"h1";"c0";;"mb-ut(Tbr)";"s3";"Ld4";"koh";;"qh";"qh";;"mb";"Tbr";
74;1;5;12,00;20,00;;"tbGr";"Tu3";;1;"h1";"c1";;"mb-ut(Tbr)";"s3";"Ld4";"koh";;"qh";"qh";;"mb";"Tbr";
75;1;1;0,00;1,00;;"tboAh";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld2";"pol";;"qh";"qh";;"mb";"Tbr";
75;1;2;1,00;3,00;;"tboAh-Go";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s3";"Ld2";"pol";;"qh";"qh";;"mb";"Tbr";
75;1;3;3,00;6,00;;"tboGor";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld3";"pol";;"qh";"qh";;"mb";"Tbr";
75;1;4;6,00;20,00;;"tboGr";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s5";"Ld3";"koh";;"qh";"qh";;"mb";"Tbr";
76;1;1;0,00;1,00;;"tboAh";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld2";"pol";;"qh";"qh";;"mb";"Tbr";
76;1;2;1,00;2,50;;"tboAh-Gro";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s3";"Ld2";"pol";;"qh";"qh";;"mb";"Tbr";
76;2;3;2,50;6,00;"II";"nHa";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
76;2;4;6,00;12,00;;"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
76;2;5;12,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
77;1;1;0,00;3,00;;"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
77;1;2;3,00;7,00;;"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
77;1;3;7,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
78;1;1;0,00;3,00;;"nHm";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"kru";"SV5";"qh";"qh";;"og";"Hn";
78;1;2;3,00;6,00;;"nHa";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV4";"qh";"qh";;"og";"Hn";
78;2;3;6,00;12,00;"II";"tbGr1";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s5";"Ld3";"koh";;"qh";"qh";;"mb";"Tbr";
78;2;4;12,00;20,00;;"tbGr2";"Tu3";;1;"h2";"c0";;"mb-ut(Tbr)";"s5";"Ld3";"koh";;"qh";"qh";;"mb";"Tbr";
79;1;1;0,00;1,00;;"nHm";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"kru";"SV5";"qh";"qh";;"og";"Hn";
79;1;2;1,00;4,00;;"nHa";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"pol";"SV4";"qh";"qh";;"og";"Hn";
79;1;3;4,00;20,00;;"nHw";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
80;1;1;0,00;1,00;;"nHm";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"kru";"SV5";"qh";"qh";;"og";"Hn";
80;1;2;1,00;6,00;;"nHa";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
80;2;3;6,00;12,00;"II";"tbGr1";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s3";"Ld4";"koh";;"qh";"qh";;"mb";"Tbr";
80;2;4;12,00;20,00;;"tbGr2";"Tu3";;1;"h2";"c0";;"mb-ut(Tbr)";"s4";"Ld4";"koh";;"qh";"qh";;"mb";"Tbr";
81;1;1;0,00;1,00;;"tboAh";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld3";"sub";;"qh";"qh";;"mb";"Tbr";
81;1;2;1,00;2,50;;"tboAh-Gro";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s3";"Ld3";"pol";;"qh";"qh";;"mb";"Tbr";
81;2;3;2,50;6,00;"II";"nHa";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
81;2;4;6,00;12,00;;"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
81;2;5;12,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
82;1;1;0,00;1,00;;"hHw1";"Hh";;1;"h7";"c0";;"og-Hh";"s5";;"koh";"SV3";"qh";"qh";;"og";"Hh";
82;1;2;1,00;8,00;;"hHw2";"Hh";;1;"h7";"c0";;"og-Hh";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hh";
82;1;3;8,00;20,00;;"hHr";"Hh";;1;"h7";"c0";;"og-Hh";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hh";
83;1;1;0,00;1,00;;"tboAh";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld3";"sub";;"qh";"qh";;"mb";"Tbr";
83;1;2;1,00;3,00;;"tborAp";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld3";"pol";;"qh";"qh";;"mb";"Tbr";
83;1;3;3,00;6,00;;"tboGo";"Tu3";;1;"h5";"c0";;"mb-ut(Tbr)";"s4";"Ld3";"pol";;"qh";"qh";;"mb";"Tbr";
83;2;4;6,00;12,00;"II";"nHr1";"Hn";;1;"h7";"c0";;"og-Hn";"s3";;"koh";"SV3";"qh";"qh";;"og";"Hn";
83;2;5;12,00;20,00;;"nHr2";"Hn";;1;"h7";"c0";;"og-Hn";"s4";;"koh";"SV3";"qh";"qh";;"og";"Hn";
