"GEN_ID";"BF_ID";"BOF_NR";"STATUS";"BODTYP";"BO_SUBTYP";"BO_SUBTYP_TXT";"BODSYSTEINH";"BODSYSTEINH_TXT";"SUBSTRSUBTYP";"KULTUR";"HUFORM";"GWS";"VNGRAD";"MHGW";"MGW";"MNGW";"FLANT_SPANNE";"FLANT_MITTELW"
13;40;1;"Leitprofil";"GG";"OL-GG";"Lockersyrosem-Gley";"OL-GG";"Lockersyrosem-Gley";"m-(k)s(Sst)\m-(k)es(Sst)";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
13;41;2;"Begleitprofil";"OL";"OLn";"Normlockersyrosem";"OLn";"Normlockersyrosem";"a-s(Sa)/m-(k)es(Sst)";"O";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"10 bis < 30";20
13;42;3;"Begleitprofil";"GG";"OL-GG";"Lockersyrosem-Gley";"OL-GG";"Lockersyrosem-Gley";"a-s(Sa)/m-(k)es(Sst)";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
13;43;4;"Begleitprofil";"OL";"OLn";"Normlockersyrosem";"OLn";"Normlockersyrosem";"m-(k)s(Sst)\m-(k)es(Sst)";"O";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"< 10";5
14;44;1;"Leitprofil";"MR";"MRn";"Normrohmarsch";"MRn";"Normrohmarsch";"mm-eu(Um)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
14;45;2;"Begleitprofil";"MR";"MRn";"Normrohmarsch";"MRn";"Normrohmarsch";"mm-et(Tm)";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"30 bis < 50";40
15;46;1;"Leitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-es(Sm)";"O";;;;;;;"50 bis < 70";60
15;47;2;"Begleitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-eu(Um)";"O";;;;;;;"30 bis < 50";40
16;48;1;"Leitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-es(Sm)";"O";;;;;;;"30 bis < 50";40
16;49;2;"Begleitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-eu(Um)";"O";;;;;;;"30 bis < 50";40
16;50;3;"Begleitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-et(Tm)";"O";;;;;;;"10 bis < 30";20
17;51;1;"Leitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-eu(Um)";"O";;;;;;;"50 bis < 70";60
17;52;2;"Begleitprofil";"IW";"IWn";"Normwatt";"IWn";"Normwatt";"mm-et(Tm)";"O";;;;;;;"30 bis < 50";40
18;53;1;"Leitprofil";"GG";"RQ-GG";"Regosol-Gley";"RQ-GG";"Regosol-Gley";"m-(k)s(Sstw)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"30 bis < 50";40
18;54;2;"Begleitprofil";"GG";"RQ-GG";"Regosol-Gley";"RQ-GG";"Regosol-Gley";"a-s(Sa)/m-(k)s(Sstw)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
18;55;3;"Begleitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"m-(k)s(Sstw)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
18;56;4;"Begleitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"a-s(Sa)/m-(k)s(Sstw)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
18;57;5;"Begleitprofil";"PP";"GG-PP";"Gley-Podsol";"GG-PP";"Gley-Podsol";"m-(k)s(Sstw)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
18;58;6;"Begleitprofil";"PP";"GG-PP";"Gley-Podsol";"GG-PP";"Gley-Podsol";"a-s(Sa)/m-(k)s(Sstw)";"A";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"< 10";5
18;59;7;"Begleitprofil";"RQ";"PP-RQ";"Podsol-Regosol";"PP-RQ";"Podsol-Regosol";"a-s(Sad)";"G";;"GWS6";;"16 bis < 20";">= 20";">= 20";"10 bis < 30";20
19;60;2;"Begleitprofil";"MR";"MRn";"Normrohmarsch";"MRn";"Normrohmarsch";"mm-es(Sm)";"O";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"30 bis < 50";40
19;61;1;"Leitprofil";"MR";"MRn";"Normrohmarsch";"MRn";"Normrohmarsch";"mm-eu(Um)";"GE";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"30 bis < 50";40
19;62;3;"Begleitprofil";"MR";"MRn";"Normrohmarsch";"MRn";"Normrohmarsch";"mm-et(Tm)";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
20;63;1;"Leitprofil";"MC";"MCn";"Normkalkmarsch";"MCn";"Normkalkmarsch";"mm-es(Sm)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"30 bis < 50";40
20;64;2;"Begleitprofil";"MC";"MCn";"Normkalkmarsch";"MCn";"Normkalkmarsch";"mm-eu(Um)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"30 bis < 50";40
20;65;3;"Begleitprofil";"MC";"MCn";"Normkalkmarsch";"MCn";"Normkalkmarsch";"mm-et(Tm)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"< 10";5
20;66;4;"Begleitprofil";"MN";"MNn";"Normkleimarsch";"MNn";"Normkleimarsch";"mm-s(Sm)/mm-es(Sm)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"< 10";5
20;67;5;"Begleitprofil";"MN";"MNn";"Normkleimarsch";"MNn";"Normkleimarsch";"mm-u(Um)/mm-eu(Um)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"< 10";5
20;68;6;"Begleitprofil";"MN";"MNn";"Normkleimarsch";"MNn";"Normkleimarsch";"mm-t(Tm)/og-Hn";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"< 10";5
21;69;1;"Leitprofil";"MN";"MNn";"Normkleimarsch";"MNn";"Normkleimarsch";"mm-u(Um)/mm-eu(Um)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
21;71;2;"Begleitprofil";"MN";"MNn";"Normkleimarsch";"MNn";"Normkleimarsch";"mm-t(Tm)/mm-et(Tm)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
21;72;4;"Begleitprofil";"MD";"MDn";"Normdwogmarsch";"MDn";"Normdwogmarsch";"mm-u(Um)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
21;73;5;"Begleitprofil";"MD";"MDn";"Normdwogmarsch";"MDn";"Normdwogmarsch";"mm-t(Tm)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
21;74;7;"Begleitprofil";"MK";"MKb";"Brackknickmarsch";"MKb";"Brackknickmarsch";"mb-t(Tbr)";"G";;;;;;;"< 10";5
22;75;1;"Leitprofil";"MO";"MOn";"Normorganomarsch";"MOn";"Normorganomarsch";"mb-t(Tbr)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"30 bis < 50";40
22;76;2;"Begleitprofil";"MO";"MOn";"Normorganomarsch";"MOn\HN";"Flache Normorganomarsch über Niedermoor";"mb-t(Tbr)\og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"30 bis < 50";40
22;77;3;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn";"G";;;;;;;"< 10";5
22;78;4;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn/mb-t(Tbr)";"G";;;;;;;"< 10";5
23;79;1;"Leitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
23;80;2;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn/mb-t(Tbr)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
23;81;3;"Begleitprofil";"MO";"MOn";"Normorganomarsch";"MOn\HN";"Flache Normorganomarsch über Niedermoor";"mb-t(Tbr)\og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
24;82;1;"Leitprofil";"HH";"HHn";"Normhochmoor";"HHn";"Normhochmoor";"og-Hh";"O";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"70 bis < 90";80
24;83;3;"Begleitprofil";"MO";"MOn";"Normorganomarsch";"MOn";"Normorganomarsch";"mb-t(Tbr)/og-Hn";"G";;;;;;;"< 10";5
26;86;2;"Begleitprofil";"MC";"MCf";"Flusskalkmarsch";"MCf";"Flusskalkmarsch";"mp-s(Spm)/mp-es(Spm)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
26;87;1;"Leitprofil";"MC";"MCf";"Flusskalkmarsch";"MCf";"Flusskalkmarsch";"mp-u(Upm)/mp-eu(Upm)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
26;88;3;"Begleitprofil";"MC";"MCf";"Flusskalkmarsch";"MCf";"Flusskalkmarsch";"mp-t(Tpm)/mp-et(Tpm)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
26;89;4;"Begleitprofil";"MN";"MNf";"Flusskleimarsch";"MNf";"Flusskleimarsch";"mp-s(Spm)//mp-es(Spm)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
27;90;1;"Leitprofil";"MC";"MCf";"Flusskalkmarsch";"MCf";"Flusskalkmarsch";"mp-u(Upm)//mp-et(Tpm)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"30 bis < 50";40
27;91;2;"Begleitprofil";"MC";"MCf";"Flusskalkmarsch";"MCf";"Flusskalkmarsch";"mp-et(Tpm)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
27;92;3;"Begleitprofil";"MN";"MNf";"Flusskleimarsch";"MNf";"Flusskleimarsch";"mp-t(Tpm)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
27;93;4;"Begleitprofil";"MN";"MNf";"Flusskleimarsch";"MNf";"Flusskleimarsch";"mp-t(Tpm)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
29;99;1;"Leitprofil";"MO";"MOn";"Normorganomarsch";"MOn\HN";"Flache Normorganomarsch über Niedermoor";"mp-t(Tpm)\og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"30 bis < 50";40
29;100;2;"Begleitprofil";"MO";"MOn";"Normorganomarsch";"MOn";"Normorganomarsch";"mp-t(Tpm)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
29;101;3;"Begleitprofil";"MD";"MDn";"Normdwogmarsch";"MDn";"Normdwogmarsch";"mp-t(Tpm)/og-Hn";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
29;102;4;"Begleitprofil";"MD";"MDn";"Normdwogmarsch";"MDn";"Normdwogmarsch";"mp-t(Tpm)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
30;103;1;"Leitprofil";"MO";"MOn";"Normorganomarsch";"MOn/HN";"Normorganomarsch über Niedermoor";"mp-t(Tpm)/og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
30;104;2;"Begleitprofil";"MC";"MCf";"Flusskalkmarsch";"MCf";"Flusskalkmarsch";"mp-eu(Upm)//mp-et(Tpm)";"A";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
30;105;3;"Begleitprofil";"MN";"MNf";"Flusskleimarsch";"MNf";"Flusskleimarsch";"mp-u(Upm)//f-s(Sf)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
31;107;1;"Leitprofil";"IW";"IWf";"Flusswatt";"IWf";"Flusswatt";"mp-es(Spm)";"O";;;;;;;"50 bis < 70";60
31;108;2;"Begleitprofil";"IW";"IWf";"Flusswatt";"IWf";"Flusswatt";"mp-eu(Upm)";"O";;;;;;;"30 bis < 50";40
32;109;2;"Begleitprofil";"IW";"IWf";"Flusswatt";"IWf";"Flusswatt";"mp-es(Spm)";"O";;;;;;;"30 bis < 50";40
32;110;1;"Leitprofil";"IW";"IWf";"Flusswatt";"IWf";"Flusswatt";"mp-eu(Upm)";"O";;;;;;;"30 bis < 50";40
32;111;3;"Begleitprofil";"IW";"IWf";"Flusswatt";"IWf";"Flusswatt";"mp-et(Tpm)";"O";;;;;;;"10 bis < 30";20
33;112;1;"Leitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
33;113;2;"Begleitprofil";"MO";"MOn";"Normorganomarsch";"MOn\HN";"Flache Normorganomarsch über Niedermoor";"mp-t(Tpm)\og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
34;114;1;"Leitprofil";"HH";"HHn";"Normhochmoor";"HHn";"Normhochmoor";"og-Hh";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"70 bis < 90";80
34;115;2;"Begleitprofil";"HH";"HHn";"Normhochmoor";"HHn";"Normhochmoor";"og-Hh/og-Hn";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
34;116;3;"Begleitprofil";"MO";"MOn";"Normorganomarsch";"MOn\HN";"Flache Normorganomarsch über Niedermoor";"mp-t(Tpm)\og-Hn";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"< 10";5
35;117;1;"Leitprofil";"BB";"GG-BB";"Gley-Braunerde";"GG-BB";"Gley-Braunerde";"ff-sl(Lhf)/f-s(Sf)";"A";;;;;;;"30 bis < 50";40
35;118;2;"Begleitprofil";"BB";"GG-BB";"Gley-Braunerde";"GG-BB";"Gley-Braunerde";"ff-ls(Shf)/f-s(Sf)";"A";;;;;;;"30 bis < 50";40
35;119;3;"Begleitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"ff-sl(Lhf)/f-s(Sf)";"A";;;;;;;"10 bis < 30";20
35;120;4;"Begleitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"ff-ls(Shf)/f-s(Sf)";"A";;;;;;;"< 10";5
36;121;1;"Leitprofil";"AZ";"AZn";"Normkalkpaternia";"AZn";"Normkalkpaternia";"fo-eu(Mfo)//fo-kes(Sfo)";"A";;;"Vn1";;;;"50 bis < 70";60
38;125;1;"Leitprofil";"AT";"GG-AT";"Gley-Tschernitza";"GG-AT";"Gley-Tschernitza";"fo-el(Mfo)";"G";;;;;;;"50 bis < 70";60
41;130;1;"Leitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-eu(Mfo)";"A";;;"Vn2";;;;"30 bis < 50";40
41;131;2;"Begleitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-es(Sfo)";"A";;;"Vn2";;;;"30 bis < 50";40
41;132;3;"Begleitprofil";"AZ";"AZn";"Normkalkpaternia";"AZn";"Normkalkpaternia";"fo-eu(Mfo)//fo-kes(Sfo)";"A";;;"Vn1";;;;"10 bis < 30";20
39;133;1;"Leitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-l(Lfo)//fo-t(Tfo)";"A";;;"Vn0";;;;"70 bis < 90";80
39;134;2;"Begleitprofil";"GG";"GGa";"Auengley";"GGa";"Auengley";"fo-u(Ufo)";"G";;;"Vn2";;;;"10 bis < 30";20
44;141;1;"Leitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-(k2)ll(Lfo)/ff-ck(Gf)";"A";;"GWS6";;"16 bis < 20";">= 20";">= 20";"50 bis < 70";60
44;142;2;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"ff-(k2)ll(Lhf)/ff-ck(Gf)";"A";;;;;;;"30 bis < 50";40
46;147;1;"Leitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-(k4)cll(Mfo)/ff-cssk(Gf)";"G";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"70 bis < 90";80
46;148;2;"Begleitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-(k)cll(Mfo)/ff-ck(Gf)";"A";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"10 bis < 30";20
47;153;4;"Begleitprofil";"AB";"GG-AB";"Gley-Vega";"GG-AB";"Gley-Vega";"fo-(k2)cut(Mfo)/ff-ck(Gf)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"< 10";5
48;157;1;"Leitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-(k4)ls(Sfo)//ff-cssk(Gf)";"G";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"30 bis < 50";40
48;158;2;"Begleitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-(k2)cll(Mfo)//ff-cssk(Gf)";"G";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"10 bis < 30";20
48;161;3;"Begleitprofil";"AB";"GG-AB";"Gley-Vega";"GG-AB";"Gley-Vega";"fo-(k2)ll(Lfo)//ff-ssk(Gf)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
48;162;4;"Begleitprofil";"AB";"GG-AB";"Gley-Vega";"GG-AB";"Gley-Vega";"fo-(k4)(c)ll(Mfo)//ff-essk(Gf)";"G";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"10 bis < 30";20
50;173;1;"Leitprofil";"GG";"GGac";"Auenkalkgley";"GGac";"Auenkalkgley";"fo-et(Mfo)/fo-es(Sfo)";"G";;;"Vn3";;;;"30 bis < 50";40
50;174;3;"Begleitprofil";"AZ";"AZn";"Normkalkpaternia";"AZn";"Normkalkpaternia";"fo-eu(Mfo)//fo-kes(Sfo)";"A";;;"Vn1";;;;"10 bis < 30";20
51;175;1;"Leitprofil";"GG";"GGa";"Auengley";"GGa";"Auengley";"fo-u(Ufo)";"G";;;"Vn2";;;;"70 bis < 90";80
51;176;2;"Begleitprofil";"GG";"GGac";"Auenkalkgley";"GGac";"Auenkalkgley";"fo-eu(Mfo)";"F";"MUF";;"Vn4";;;;"10 bis < 30";20
54;181;1;"Leitprofil";"GG";"GGa";"Auengley";"GGa";"Auengley";"fo-(k2)ll(Lfo)/ff-cssk(Gf)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"70 bis < 90";80
54;185;2;"Begleitprofil";"GM";"GMn";"Normanmoorgley";"GMn";"Normanmoorgley";"fo-(k2)ut(Tfo)//ff-cssk(Gf)";"G";;"GWS1";;"< 0";"< 2";"< 4";"10 bis < 30";20
54;187;3;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn/fo-ut(Tfo)";"G";;"GWS1";;"< 0";"< 2";"< 4";"< 10";5
55;188;1;"Leitprofil";"RR";"RRn";"Normrendzina";"RRn";"Normrendzina";"q-Kw";"A";;;"Vn0";;;;">= 90";99
56;189;1;"Leitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"f-kel(M(Gf))\f-k(Gf)";"A";;;"Vn0";;;;"50 bis < 70";60
57;190;1;"Leitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"f-(k)el(M(Gf))/f-esk(Gf)";"A";;;"Vn0";;;;"30 bis < 50";40
58;191;1;"Leitprofil";"BB";"BBh";"Humusbraunerde";"BBh";"Humusbraunerde";"ff-(k2)ut(Thf)";"A";;;;;;;"70 bis < 90";80
58;192;2;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"ff-(k4)cut(Mhf)/ff-ck(Gt)";"A";;;;;;;"10 bis < 30";20
59;193;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"f-(k)l(L(Gfg))\fg-k(Ggf)";"A";;;"Vn0";;;;"10 bis < 30";20
59;194;2;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"f-(k)l(L(Gfg))\fg-k(Ggf)";"F";"MO";;"Vn0";;;;"10 bis < 30";20
60;195;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-(k4)ll(Lp)\ff-tlk(Gt)//ff-ck(Gt)";"A";;;;;;;"50 bis < 70";60
62;200;3;"Begleitprofil";"GG";"BB-GG";"Braunerde-Gley";"BB-GG";"Braunerde-Gley";"f-u(Uta)/f-el(Mta)";"A";;;"Vn3";;;;"10 bis < 30";20
64;206;1;"Leitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn//f-l(Lta)";"A";;;"Vn4";;;;"50 bis < 70";60
65;207;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"p-(k)s(Sp)/fg-(k)s(Ssdr)";"A";;;;;;;"70 bis < 90";80
65;208;3;"Begleitprofil";"BB";"PP-BB";"Podsol-Braunerde";"gPP-BB";"vergleyte Podsol-Braunerde";"p-(k)s(Sp)/fg-(k)s(Ssdr)";"G";;;;;;;"< 10";5
66;209;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"pBBn";"podsolige Normbraunerde";"p-(k)s(Sp)/g-(k)s(Sg)";"A";;;;;;;"30 bis < 50";40
66;210;2;"Begleitprofil";"BB";"PP-BB";"Podsol-Braunerde";"PP-BB";"Podsol-Braunerde";"p-(k)s(Sp)/g-(k)s(Sg)";"F";"MOR";;;;;;"10 bis < 30";20
66;211;3;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"p-(k)s(Sp)/g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
66;212;5;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-s(Suk)/p-(k)s(Sp)";"G";;;;;;;"< 10";5
66;213;6;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-l(Luk)/p-(k)s(Sp)";"G";;;;;;;"< 10";5
66;214;7;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-s(Suk)/og-Hn";"G";;;;;;;"< 10";5
66;215;8;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-l(Luk)/og-Hn";"G";;;;;;;"< 10";5
67;216;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"p-(k)s(Sp)//g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
67;217;2;"Begleitprofil";"LL";"LLd";"Bänderparabraunerde";"LLd";"Bänderparabraunerde";"p-(k)s(Sp)//g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
67;218;3;"Begleitprofil";"LL";"BB-LL";"Braunerde-Parabraunerde";"BB-LL";"Braunerde-Parabraunerde";"p-(k)s(Sp)/g-(k)l(Lg)";"A";;;;;;;"< 10";5
67;220;4;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"p-(k)s(Sp)//g-(k)l(Lg)";"F";"MOR";;;;;;"10 bis < 30";20
67;221;5;"Begleitprofil";"LL";"LLd";"Bänderparabraunerde";"LLd";"Bänderparabraunerde";"p-(k)s(Sp)//g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
67;223;6;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"p-(k)s(Sp)/g-(k)l(Lg)";"A";;;;;;;"< 10";5
68;224;1;"Leitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"p-(k)s(Sp)//g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
68;225;2;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"p-(k)l(Lp)//g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
68;226;3;"Begleitprofil";"LL";"BB-LL";"Braunerde-Parabraunerde";"BB-LL";"Braunerde-Parabraunerde";"p-(k)s(Sp)";"G";;;;;;;"< 10";5
68;227;4;"Begleitprofil";"LL";"BB-LL";"Braunerde-Parabraunerde";"BB-LL";"Braunerde-Parabraunerde";"p-(k)l(Lp)";"G";;;;;;;"< 10";5
68;228;5;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"p-(k)s(Sp)";"G";;;;;;;"10 bis < 30";20
68;229;6;"Begleitprofil";"PP";"SS-PP";"Pseudogley-Podsol";"SS-PP";"Pseudogley-Podsol";"a-s(Sa)/g-(k)l(Lg)";"G";;;;;;;"< 10";5
68;230;7;"Begleitprofil";"PP";"SS-PP";"Pseudogley-Podsol";"SS-PP";"Pseudogley-Podsol";"a-s(Sa)/p-(k)l(Lp)";"G";;;;;;;"< 10";5
68;231;8;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-s(Suk)";"G";;;;;;;"< 10";5
69;233;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"p-(k)l(Lp)/g-(k)l(Lg)";"A";;;;;;;"30 bis < 50";40
69;234;3;"Begleitprofil";"LL";"BB-LL";"Braunerde-Parabraunerde";"BB-LL";"Braunerde-Parabraunerde";"p-(k)l(Lp)/g-(k)l(Lg)";"A";;;;;;;"30 bis < 50";40
69;235;4;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-s(Suk)/g-(k)l(Lg)";"G";;;;;;;"< 10";5
69;236;5;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-l(Luk)/g-(k)l(Lg)";"G";;;;;;;"< 10";5
69;237;6;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-s(Suk)/og-Hn";"G";;;;;;;"< 10";5
69;238;7;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-l(Luk)/og-Hn";"G";;;;;;;"< 10";5
70;239;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"p-(k)l(Lp)/g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
70;240;2;"Begleitprofil";"LL";"SS-LL";"Pseudogley-Parabraunerde";"SS-LL";"Pseudogley-Parabraunerde";"p-(k)l(Lp)/g-(k)l(Lg)";"A";;;;;;;"10 bis < 30";20
70;241;3;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"p-(k)l(Lp)//g-(k)el(Mg)";"A";;;;;;;"< 10";5
70;242;4;"Begleitprofil";"LL";"SS-LL";"Pseudogley-Parabraunerde";"SS-LL";"Pseudogley-Parabraunerde";"p-(k)l(Lp)//g-(k)el(Mg)";"G";;;;;;;"< 10";5
