"GEN_ID";"BF_ID";"BOF_NR";"STATUS";"BODTYP";"BO_SUBTYP";"BO_SUBTYP_TXT";"BODSYSTEINH";"BODSYSTEINH_TXT";"SUBSTRSUBTYP";"KULTUR";"HUFORM";"GWS";"VNGRAD";"MHGW";"MGW";"MNGW";"FLANT_SPANNE";"FLANT_MITTELW"
1509;6326;1;"Leitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"u-ll(Lhg)/u-ls(Su)///f-css(Sf)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"30 bis < 50";40
1509;6327;2;"Begleitprofil";"GG";"GGc";"Kalkgley";"GGc";"Kalkgley";"f-clu(Uf)/f-css(Sf)";"F";"MOM";"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"30 bis < 50";40
1509;6328;3;"Begleitprofil";"GG";"GGh";"Humusgley";"GGh";"Humusgley";"f-ll(Lf)/f-lu(Uf)";"F";"MUF";"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
1509;6329;4;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn//fl-clu(Fs)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"< 10";5
1510;6330;1;"Leitprofil";"GM";"GMc";"Kalkanmoorgley";"GMc";"Kalkanmoorgley";"fl-su(Fkk)";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
1510;6331;2;"Begleitprofil";"GG";"GGc";"Kalkgley";"GGc";"Kalkgley";"fl-su(Fkk)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"30 bis < 50";40
1510;6332;3;"Begleitprofil";"GH";"GHg";"Hangmoorgley";"GHg";"Hangmoorgley";"og-Hn\fl-csu(Fkk)";"O";;"GWS1";;"< 0";"< 2";"< 4";"< 10";5
1511;6333;1;"Leitprofil";"GM";"GMn";"Normanmoorgley";"GMn";"Normanmoorgley";"fgl-(k2)lu(Ub)/fgl-(k2)csu(Ub)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
1511;6334;2;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn/fgl-(k2)cls(Sb)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"30 bis < 50";40
1516;6344;1;"Leitprofil";"HH";"HHn";"Normhochmoor";"HHn";"Normhochmoor";"og-Hh";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"50 bis < 70";60
1516;6345;2;"Begleitprofil";"HN";"HNn";"Normniedermoor";"HNn";"Normniedermoor";"og-Hn";"O";;"GWS1";;"< 0";"< 2";"< 4";"30 bis < 50";40
1517;6346;1;"Leitprofil";"HH";"HHn";"Normhochmoor";"HHn";"Normhochmoor";"og-Hh";"O";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";">= 90";99
1518;6347;1;"Leitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"u-(k4)cls(Shg)";"F";"MO";;;;;;"30 bis < 50";40
1518;6348;2;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"u-(k4)cll(Lhg)";"F";"MOM";;;;;;"30 bis < 50";40
1518;6349;3;"Begleitprofil";"OO";"OOn";"Normsyrosem";"OOn";"Normsyrosem";"ff-(k4)cls(Sf(^c))";"F";"MU";;;;;;"< 10";5
1518;6350;4;"Begleitprofil";"GG";"GGg";"Hanggley";"GGg";"Hanggley";"u-(k2)cll(Lhg)";"F";"MU";"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
1518;6351;5;"Begleitprofil";"GG";"GGa";"Auengley";"GGa";"Auengley";"fo-(k2)cll(Lfo)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
1519;6352;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"s-(k2)ll(L)//s-(k2)cls(M)";"F";"MOM";;;;;;"70 bis < 90";80
1519;6353;2;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"s-cll(S)/n-^mk";"F";"MU";;;;;;"10 bis < 30";20
1519;6354;3;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"s-ls(S)";"F";"MOM";;;;;;"< 10";5
1519;6355;4;"Begleitprofil";"GG";"GGg";"Hanggley";"GGg";"Hanggley";"u-(k2)cls(Shg)";"F";"MU";"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
1520;6356;1;"Leitprofil";"DD";"SS-DD";"Pseudogley-Pelosol";"SS-DD";"Pseudogley-Pelosol";"pky-tu(Up)\pfl-(z2)lt(Tflp)///n-^mk";"G";;;;;;;"30 bis < 50";40
1520;6357;2;"Begleitprofil";"DD";"DDn";"Normpelosol";"DDn";"Normpelosol";"pfl-lt(Tflp)/c-clt(Tv)";"G";;;;;;;"30 bis < 50";40
1520;6358;3;"Begleitprofil";"SS";"SSn";"Normpseudogley";"SSn";"Normpseudogley";"pky-tu(Up)\pfl-(z2)lt(Tflp)///n-^mk";"G";;;;;;;"10 bis < 30";20
1520;6359;4;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pfl-(z2)ll(Lflp)";"G";;;;;;;"< 10";5
1520;6360;5;"Begleitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"u-ll(Lhg)/pfl-(z2)lt(Tflp)";"F";"MU";"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
1523;6364;2;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"c-(z4)cll(Mg)\n-+Vt";"A";;;;;;;"30 bis < 50";40
1523;6365;1;"Leitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"gm-(k4)cll(Mg)/n-+Vt";"A";;;;;;;"30 bis < 50";40
1523;6366;3;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-(z2)ll(Lp)//n-+Vt";"F";"MOM";;;;;;"10 bis < 30";20
1524;6367;1;"Leitprofil";"BB";"BBh";"Humusbraunerde";"BBh";"Humusbraunerde";"pfl-nll(Lflp)///nm-+Vb,+Vt";"F";"MU";;;;;;"30 bis < 50";40
1524;6368;2;"Begleitprofil";"BB";"DD-BB";"Pelosol-Braunerde";"DD-BB";"Pelosol-Braunerde";"pfl-(n4)ll(Lflp)/pfl-(n4)lt(Tflp)";"F";"MU";;;;;;"10 bis < 30";20
1524;6369;3;"Begleitprofil";"DD";"DDn";"Normpelosol";"DDn";"Normpelosol";"pfl-(n4)lt(Tflp)";"G";;;;;;;"10 bis < 30";20
1524;6370;4;"Begleitprofil";"DD";"DDn";"Normpelosol";"DDn";"Normpelosol";"pfl-(n4)lt(Tflp)";"G";;;;;;;"10 bis < 30";20
1525;6371;1;"Leitprofil";"BB";"BBh";"Humusbraunerde";"BBh";"Humusbraunerde";"uhg-nll(Lhg)/nm-+Vt";"F";"MU";;;;;;"50 bis < 70";60
1525;6372;2;"Begleitprofil";"OO";"OOn";"Normsyrosem";"OOn";"Normsyrosem";"c-n(Xv)\nm-+Vt";"F";"MU";;;;;;"10 bis < 30";20
1525;6373;3;"Begleitprofil";"RN";"RNn";"Normranker";"RNn";"Normranker";"c-n(Xv)\nm-+Vt";"F";"MU";;;;;;"10 bis < 30";20
1880;6374;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pky-kls(Sp)/ff-ssk(Gf)";"F";"MOR";;;;;;"50 bis < 70";60
1880;6375;2;"Begleitprofil";"BB";"BBn";"Normbraunerde";"pBBn";"podsolige Normbraunerde";"pky-kls(Sp)/ff-ssk(Gf)";"F";"MOR";;;;;;"30 bis < 50";40
1889;6376;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"ff-ut(Uf)//ff-csu(Uf)";"A";;;;;;;"50 bis < 70";60
1889;6377;2;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"ff-clu(Uf)";"A";;;;;;;"10 bis < 30";20
1889;6378;3;"Begleitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-cut(Ufo)//fo-cls(Sfo)";"A";;;;;;;"10 bis < 30";20
1893;6382;1;"Leitprofil";"GG";"BB-GG";"Braunerde-Gley";"BB-GG";"Braunerde-Gley";"ff-(k2)ss(Sf)";"A";;;;;;;"50 bis < 70";60
1893;6383;2;"Begleitprofil";"GG";"BB-GG";"Braunerde-Gley";"BB-GG";"Braunerde-Gley";"a-s(Sa)//ff-(k2)ss(Sf)";"A";;;;;;;"10 bis < 30";20
1893;6384;3;"Begleitprofil";"GG";"GGn";"Normgley";"GGn";"Normgley";"ff-(k2)ss(Sf)";"F";"MOR";;;;;;"10 bis < 30";20
1893;6385;4;"Begleitprofil";"LL";"LLd";"Bänderparabraunerde";"pLLd";"podsolige Bänderparabraunerde";"ff-(k2)ss(Sf)";"F";"MOR";;;;;;"< 10";5
1980;6386;1;"Leitprofil";"YY";"RZ-YY";"Pararendzina-Rigosol";"RZ-YY";"Pararendzina-Rigosol";"pfl-(z4)clu(Uflp)//c-ctz(^mk)";"S";;;;;;;"30 bis < 50";40
1980;6387;2;"Begleitprofil";"YO";"BB-YO";"Braunerde-Hortisol";"BB-YO";"Braunerde-Hortisol";"pfl-(z4)(c)tu(Uflp)//c-tz(^t)";"S";;;;;;;"30 bis < 50";40
1980;6388;3;"Begleitprofil";"DD";"DDn";"Normpelosol";"DDn";"Normpelosol";"pfl-(z2)lt(Tflp)";"F";"MU";;;;;;"10 bis < 30";20
1999;6389;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"pBBn";"podsolige Normbraunerde";"pfl-nls(Sflp)//n-^s";"F";"MO";;;;;;"70 bis < 90";80
1999;6390;2;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pky-nll(p)/uhg-lsn(Shg)";"F";"MO";;;;;;"10 bis < 30";20
2138;6391;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"pBBn";"podsolige Normbraunerde";"a-s(Sa)\fg-(k)s(Ssdr)";"A";;;;;;;"50 bis < 70";60
2138;6392;2;"Begleitprofil";"BB";"PP-BB";"Podsol-Braunerde";"PP-BB";"Podsol-Braunerde";"a-s(Sa)\fg-(k)s(Ssdr)";"G";;;;;;;"30 bis < 50";40
2138;6393;3;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"p-(k)s(Sp)/fg-(k)s(Ssdr)//g-(k)l(Lg)";"A";;;;;;;"< 10";5
1783;6396;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"ff-(k4)tl(Lhf)";"A";;;;;;;"70 bis < 90";80
1783;6397;2;"Begleitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pfl-(z2)ll(Lflp)\pfl-(z2)lt(Tflp)";"A";;;;;;;"10 bis < 30";20
1886;6398;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"a-ll(Sa)//ff-(k2)css(Sf)";"A";;;;;;;"70 bis < 90";80
1886;6399;2;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"ff-(k2)css(Sf)";"A";;;;;;;"10 bis < 30";20
1886;6400;3;"Begleitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pfl-tu(Uflp)\pfl-(k2)lt(Tflp)";"A";;;;;;;"< 10";5
1890;6401;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"ff-tu(Lhf)/ff-ut(Lht)//ff-(k2)cls(Mf)";"A";;;;;;;">= 90";99
1913;6402;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"ff-(k2)ll(Lhf)//ff-ck(Gf)";"A";;;;;;;"70 bis < 90";80
1913;6403;2;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"p-t(Lol)";"A";;;;;;;"10 bis < 30";20
1938;6404;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"a-t(Lo)";"A";;;;;;;"50 bis < 70";60
1938;6405;2;"Begleitprofil";"LL";"TT-LL";"Tschernosem-Parabraunerde";"TT-LL";"Tschernosem-Parabraunerde";"a-t(Lo)";"A";;;;;;;"30 bis < 50";40
1932;6406;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"a-t(Lol)";"A";;;;;;;"50 bis < 70";60
1932;6407;2;"Begleitprofil";"LL";"SS-LL";"Pseudogley-Parabraunerde";"SS-LL";"Pseudogley-Parabraunerde";"p-t(Lol)///pfl-(z2)lt(Tflp)";"A";;;;;;;"10 bis < 30";20
1932;6408;3;"Begleitprofil";"DD";"DD-LL";"Pelosol-Parabraunerde";"DD-LL";"Pelosol-Parabraunerde";"pky-tu(Lol)/pfl-(z2)ut(Tflp)";"A";;;;;;;"10 bis < 30";20
1934;6409;1;"Leitprofil";"YY";"RZ-YY";"Pararendzina-Rigosol";"RZ-YY";"Pararendzina-Rigosol";"a-eu(Lo)///pfl-(k)eu(Mflp)";"S";;;;;;;"70 bis < 90";80
1934;6410;2;"Begleitprofil";"YY";"RZ-YY";"Pararendzina-Rigosol";"RZ-YY";"Pararendzina-Rigosol";"pfl-(z4)lu(Lflp)///pfl-(z4)ls(Sflp)";"S";;;;;;;"10 bis < 30";20
1935;6411;1;"Leitprofil";"AB";"GG-AB";"Gley-Vega";"GG-AB";"Gley-Vega";"fo-ctu(Mfo)";"A";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"70 bis < 90";80
1935;6412;2;"Begleitprofil";"GG";"GGa";"Auengley";"GGa";"Auengley";"fo-ctu(Mfo)//fo-(k2)cls(Sfo)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"10 bis < 30";20
1981;6413;1;"Leitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"pfl-zcut(Mflp)\c-tz(^mk)/n-^mk";"S";;;;;;;"30 bis < 50";40
1981;6414;2;"Begleitprofil";"DD";"DDn";"Normpelosol";"DDn";"Normpelosol";"pfl-(z2)lt(Tflp)/pfl-(z2)clt(Mlfp)///n-lt(^m)";"G";;;;;;;"30 bis < 50";40
1981;6415;3;"Begleitprofil";"YY";"YYn";"Normrigosol";"YYn";"Normrigosol";"pfl-(z4)clt(Mflp)/c-tz(^mk)//n-^mk";"S";;;;;;;"10 bis < 30";20
1982;6416;1;"Leitprofil";"DD";"SS-DD";"Pseudogley-Pelosol";"SS-DD";"Pseudogley-Pelosol";"pky-(z2)tu(Up)\pfl-(z2)lt(Tflp)";"A";;;;;;;"30 bis < 50";40
1982;6417;3;"Begleitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pky-(z2)tu(Up)\pfl-(z2)lt(Tflp)";"A";;;;;;;"10 bis < 30";20
1982;6418;4;"Begleitprofil";"SS";"DD-SS";"Pelosol-Pseudogley";"DD-SS";"Pelosol-Pseudogley";"pky-(z2)tu(Up)\pfl-(z2)lt(Tflp)";"G";;;;;;;"< 10";5
1982;6419;2;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"pky-(z2)tu(Up)/pfl-(z2)lt(Tflp)";"A";;;;;;;"10 bis < 30";20
1982;6420;5;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"pfl-(z4)ll(Lflp)";"A";;;;;;;"< 10";5
1982;6421;6;"Begleitprofil";"SS";"LL-SS";"Parabraunerde-Pseudogley";"LL-SS";"Parabraunerde-Pseudogley";"pky-lu(Lol)//pfl-(z2)lt(Tflp)";"A";;;;;;;"< 10";5
1982;6422;7;"Begleitprofil";"SS";"SSn";"Normpseudogley";"SSn";"Normpseudogley";"pky-(z2)tu(Up)\pfl-(z2)lt(Tflp)";"G";;;;;;;"< 10";5
1982;6423;8;"Begleitprofil";"GG";"YK-GG";"Kolluvisol-Gley";"YK-GG";"Kolluvisol-Gley";"uk-ut(Tuk)/pfl-(z2)lt(Tflp)";"A";;"GWS4";;"4 bis < 8";"8 bis < 13";"13 bis < 16";"< 10";5
1983;6424;1;"Leitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-t(Lol)//pfl-(z2)lt(Tflp)";"A";;;;;;;"30 bis < 50";40
1983;6425;2;"Begleitprofil";"LL";"SS-LL";"Pseudogley-Parabraunerde";"SS-LL";"Pseudogley-Parabraunerde";"pky-t(Lol)//pfl-(z2)lt(Tflp)";"A";;;;;;;"10 bis < 30";20
1983;6426;3;"Begleitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pky-(z2)tu(Up)\pfl-zlt(Tflp)//n-^m";"F";"MU";;;;;;"10 bis < 30";20
1983;6427;4;"Begleitprofil";"BB";"RZ-BB";"Pararendzina-Braunerde";"RZ-BB";"Pararendzina-Braunerde";"pfl-(z2)cut(Mflp)\n-^d";"A";;;;;;;"< 10";5
1983;6428;5;"Begleitprofil";"SS";"SSn";"Normpseudogley";"SSn";"Normpseudogley";"pky-(z2)lu(Up)/pfl-(z2)lt(Tflp)";"F";"MOM";;;;;;"< 10";5
1983;6429;6;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-(z2)tu(Uuk)/uk-(z2)ut(Tk)";"A";;;;;;;"< 10";5
1985;6430;1;"Leitprofil";"RR";"RRn";"Normrendzina";"RRn";"Normrendzina";"pky-(n4)cut(Mp)\nd-^k";"A";;;;;;;"30 bis < 50";40
1985;6431;2;"Begleitprofil";"RZ";"RZn";"Normpararendzina";"RZn";"Normpararendzina";"pfl-(z4)cut(Mflp)";"A";;;;;;;"10 bis < 30";20
1985;6432;3;"Begleitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pky-(z2)tu(Lol,v)\pfl-zlt(Tflp)";"F";"MU";;;;;;"30 bis < 50";40
1986;6433;1;"Leitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pky-(n2)ut(Lol,v)\pfl-(n4)ut(Tflp)//pfl-cltn(Xflp)";"A";;;;;;;"10 bis < 30";20
1986;6434;2;"Begleitprofil";"CF";"BB-CF";"Braunerde-Terra fusca";"BB-CF";"Braunerde-Terra fusca";"pky-(n2)ut(Lol,v)\pfl-(n4)ut(Tflp)//pfl-cltn(Xflp)";"F";"MOM";;;;;;"10 bis < 30";20
1986;6435;3;"Begleitprofil";"RR";"RRn";"Normrendzina";"RRn";"Normrendzina";"pfl-ncut(Mflp)\c-cutn(^k)/nd-^k";"A";;;;;;;"10 bis < 30";20
1986;6436;4;"Begleitprofil";"RR";"BB-RR";"Braunerde-Rendzina";"BB-RR";"Braunerde-Rendzina";"pfl-nut(Mflp)\c-cutn(^k)/nd-^k";"F";"MU";;;;;;"< 10";5
1986;6437;5;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-t(Lol)/pfl-(n2)clt(Mflp)";"A";;;;;;;"10 bis < 30";20
1986;6438;6;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-(n2)tu(Uuk)//pfl-nclt(Mflp)";"A";;;;;;;"10 bis < 30";20
2004;6439;1;"Leitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pky-(z2)tu(Up)\pfl-(z4)lt(Tflp)";"F";"MU";;;;;;"70 bis < 90";80
2004;6440;2;"Begleitprofil";"DD";"DDn";"Normpelosol";"DDn";"Normpelosol";"pfl-(z2)lt(Tflp)/pfl-zlt(Tflp)";"A";;;;;;;"10 bis < 30";20
2004;6441;3;"Begleitprofil";"YK";"YKn";"Normkolluvisol";"YKn";"Normkolluvisol";"uk-(z2)ut(Tuk)/pfl-(z4)lt(Tflp)";"A";;;;;;;"< 10";5
2005;6442;1;"Leitprofil";"DD";"BB-DD";"Braunerde-Pelosol";"BB-DD";"Braunerde-Pelosol";"pky-(n2)ut(Tp)\pfl-zlt(Tflp)//n-^t";"F";"MU";;;;;;"70 bis < 90";80
2005;6443;2;"Begleitprofil";"BB";"DD-BB";"Pelosol-Braunerde";"DD-BB";"Pelosol-Braunerde";"pky-(n2)tu(Up)/pfl-(z4)lt(Tflp)";"F";"MOM";;;;;;"10 bis < 30";20
2005;6444;3;"Begleitprofil";"SS";"DD-SS";"Pelosol-Pseudogley";"DD-SS";"Pelosol-Pseudogley";"pky-(n2)tu(Up)/pfl-(z4)lt(Tflp)";"F";"MOM";;;;;;"< 10";5
2007;6449;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pfl-nlu(Uflp)/nd-^s";"F";"MOM";;;;;;"70 bis < 90";80
2007;6450;2;"Begleitprofil";"BB";"DD-BB";"Pelosol-Braunerde";"DD-BB";"Pelosol-Braunerde";"pky-(n2)lu(Up)/pfl-(n4)lt(Tflp)";"G";;;;;;;"10 bis < 30";20
2012;6453;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"pBBn";"podsolige Normbraunerde";"pfl-(n2)ls(Sp)//c-nss(^s)";"F";"MO";;;;;;"30 bis < 50";40
2012;6454;2;"Begleitprofil";"BB";"PP-BB";"Podsol-Braunerde";"PP-BB";"Podsol-Braunerde";"pfl-(n2)ss(Sflp)//c-ssn(^s)";"F";"MO";;;;;;"10 bis < 30";20
2012;6455;3;"Begleitprofil";"BB";"DD-BB";"Pelosol-Braunerde";"DD-BB";"Pelosol-Braunerde";"pky-(z2)ls(Sp)/pfl-(z2)lt(Tflp)";"G";;;;;;;"10 bis < 30";20
2012;6456;4;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"pky-(z2)ls(Sp)/pfl-(z2)lt(Tflp)";"F";"MO";;;;;;"10 bis < 30";20
2016;6464;2;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-u(Lol)";"F";"MOM";;;;;;"10 bis < 30";20
2017;6466;1;"Leitprofil";"SS";"LL-SS";"Parabraunerde-Pseudogley";"LL-SS";"Parabraunerde-Pseudogley";"pfl-(k2)ll(Lflp)//pfl-(k2)lt(Tflp)";"G";;;;;;;"50 bis < 70";60
2017;6467;2;"Begleitprofil";"LL";"SS-LL";"Pseudogley-Parabraunerde";"SS-LL";"Pseudogley-Parabraunerde";"pfl-(k2)ll(Lflp)";"A";;;;;;;"30 bis < 50";40
2017;6468;3;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"ff-(k2)ls(Sf)";"A";;;;;;;"< 10";5
2018;6469;1;"Leitprofil";"SS";"SSn";"Normpseudogley";"SSn";"Normpseudogley";"pky-(z2)lu(Up)/pfl-(z2)ut(Tflp)";"F";"MOF";;;;;;"70 bis < 90";80
2018;6470;2;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"pky-(z2)lu(Up)/pfl-(z2)ut(Tflp)";"F";"MOM";;;;;;"10 bis < 30";20
2018;6471;3;"Begleitprofil";"SG";"SGn";"Normstagnogley";"SGn";"Normstagnogley";"pky-(z2)lu(Up)/pfl-(z2)ut(Tflp)";"F";"ROF";;;;;;"< 10";5
2020;6472;2;"Begleitprofil";"AB";"ABn";"Normvega";"ABn";"Normvega";"fo-(k2)ll(Lfo)/fo-kls(Sfo)";"G";;"GWS5";;"8 bis < 16";"13 bis < 20";">= 16";"30 bis < 50";40
2020;6473;3;"Begleitprofil";"GG";"GGa";"Auengley";"GGa";"Auengley";"fo-(k2)ls(Sfo)/fo-ssk(Gfo)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
1958;6479;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pky-(z4)tu(Up)/nm-+B";"F";"MU";;;;;;"70 bis < 90";80
1958;6480;2;"Begleitprofil";"RN";"RNn";"Normranker";"RNn";"Normranker";"c-ntu(+B)\nm-+B";"F";"MU";;;;;;"10 bis < 30";20
1958;6481;3;"Begleitprofil";"RN";"BB-RN";"Braunerde-Ranker";"BB-RN";"Braunerde-Ranker";"c-ntu(+B)\nm-+B";"F";"MU";;;;;;"< 10";5
1961;6482;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pky-(z4)lu(Up)/uhg-ssz(+G)";"F";"MOM";;;;;;"50 bis < 70";60
1961;6483;2;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-lu(Lol)//pfl-zls(Sflp)";"F";"MOM";;;;;;"30 bis < 50";40
2011;6484;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pky-nlu(Up)/nd-^s";"A";;;;;;;"50 bis < 70";60
2011;6485;2;"Begleitprofil";"LL";"LLn";"Normparabraunerde";"LLn";"Normparabraunerde";"pky-u(Lol)/pfl-t(Lol)//nd-^s";"A";;;;;;;"30 bis < 50";40
178;6486;5;"Begleitprofil";"KV";"KVn";"Normerdniedermoor";"KVn";"Normerdniedermoor";"og-Hn/f-s(Sf)";"G";;"GWS2";;"< 2";"2 bis < 4";"4 bis < 8";"10 bis < 30";20
178;6487;6;"Begleitprofil";"KM";"KMn";"Normmulmniedermoor";"KMn";"Normmulmniedermoor";"og-Hn/f-s(Sf)";"G";;"GWS3";;"< 4";"4 bis < 8";"8 bis < 13";"< 10";5
2187;6488;1;"Leitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pfl-(n)l(^s,^u,Lo)/pfl-sn(^s,^u)//n-^s,^u";"F";;;;;;;"50 bis < 70";60
2187;6489;3;"Begleitprofil";"BB";"PP-BB";"Podsol-Braunerde";"PP-BB";"Podsol-Braunerde";"pfl-(n)s(^s,Lo)/pfl-sn(^s)//n-^s";"F";;;;;;;"10 bis < 30";20
2187;6490;4;"Begleitprofil";"BB";"SS-BB";"Pseudogley-Braunerde";"SS-BB";"Pseudogley-Braunerde";"pfl-(z)u(^s,^seg,Lo)/pfl-zl(^s,^seg)//c-ln(^s,^seg)";"G";;;;;;;"10 bis < 30";20
1941;6491;1;"Leitprofil";"RQ";"RQn";"Normregosol";"RQn";"Normregosol";"pfl-zl(^c,Lol)\pfl-sn(^c)";"F";"MOR";;;;;;"50 bis < 70";60
1941;6492;2;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pfl-zl(^c,Lol)\pfl-sn(^c)";"F";"MOR";;;;;;"10 bis < 30";20
1941;6493;3;"Begleitprofil";"BB";"BBn";"Normbraunerde";"BBn";"Normbraunerde";"pfl-zl(^c,Lol)/pfl-sn(^c)";"F";"MOR";;;;;;"10 bis < 30";20
1941;6494;4;"Begleitprofil";"OL";"OLn";"Normlockersyrosem";"OLn";"Normlockersyrosem";"c-sn(^c)";"O";;;;;;;"< 10";5
1081;6495;1;"Leitprofil";"RQ";"RQn";"Normregosol";"RQn";"Normregosol";"pfl-(n)l(^s,Lol)\pfl-nsc(^s)";"F";"MOR";;;;;;"30 bis < 50";40
